author,title,review,original_title,original_review,stars,iso,version,date,deleted,has_response,product,product_id,product_name,vendor_id,store,weight,id,predicted_langs
Cdqi,Can we have some analysis funtion please,"For an apps in the phones/tablets excel app basic function is consider wonderful. However, its more useful if analysis function such as pivot analysis (and else) can be use too. Because gathering pool of data is one of excel function. But analysis funtion is what does make excel excellent. 🙏🏼",Can we have some analysis funtion please,"For an apps in the phones/tablets excel app basic function is consider wonderful. However, its more useful if analysis function such as pivot analysis (and else) can be use too. Because gathering pool of data is one of excel function. But analysis funtion is what does make excel excellent. 🙏🏼",3.00,MY,2.38,2020-07-08T15:02:24,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LQfpCSOMf7D7JYut6oxeQ-g,en
kentomax,As usual,It needs to be more intuitive,Como siempre,Falta que sea mas intuitivo,3.00,CL,2.38,2020-07-06T14:12:13,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LdQrtGe6Rx1SNme9Qu0tXlA,"es;pt;gl;an;it"
buserbuser,Better than nothing,Freezes regularly and has very limited functionality compared to desktop version.,Better than nothing,Freezes regularly and has very limited functionality compared to desktop version.,3.00,FI,2.38,2020-07-06T07:23:54,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LL-HNnr4yIXOr2M9oPZ1vDQ,en
adzo181,Crashes,Crashes unexpectedly,Crashes,Crashes unexpectedly,3.00,AU,2.38,2020-07-06T00:11:13,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382Ll1-iCr8LoN-oCxJrpepRbw,"en;ca;es;fr;oc"
TTUNSTALL,Limited mobile usefulness,I use google drive for my cloud storage solution and Excel will not let you grab a file in google drive.  Very annoying.,Limited mobile usefulness,I use google drive for my cloud storage solution and Excel will not let you grab a file in google drive.  Very annoying.,3.00,CA,2.38,2020-07-05T03:46:22,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LD73AWmS1Dguy406WU-Bujw,"en;da;la"
mirionice,Excel one drive,Very awkward trips,Excel one drive,Déplacements très malcommodes,3.00,FR,2.38,2020-07-04T10:06:12,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LsgLhgoNAELXI7H4D9jOJsw,"fr;en;ca;oc"
JuanchoLandero,Pivot tables and many more features are missing,"Pivot tables is one of the basic features of Excel, I do not understand why they do not enable it for iPad OS and in the web version they do.
It is urgent to update the application to make it functional and not only to view documents.
Thank you !",Faltan tablas dinámicas y muchas funciones más,"Las tablas dinámicas es una de las características base de Excel , no entiendo porque no la habilitan para iPad OS y en la versión web si lo tienen. 
Urge actualicen la aplicación para hacerla funcional y no solo para ver documentos.
Gracias !",3.00,MX,2.38,2020-07-04T05:42:05,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LiAkcN9EyASu9DC206iLj-A,"es;an"
markreddell1,Functionality Issues!,It’s pretty sad when Google sheets will run macros but excel won’t! Really???,Functionality Issues!,It’s pretty sad when Google sheets will run macros but excel won’t! Really???,3.00,US,2.38,2020-07-04T02:22:36,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LvTLkwL9TGD373cbhopfgtg,en
karlot1314,E the for iPad Pro 11,"The performance is good, but many functions that exist in Excel for desktop are still missing. Hopefully they keep adding more features, and we can definitely say that there is no difference between the desktop version and the iPad version.",E el para iPad Pro 11,"Él rendimiento es bueno, pero aun faltan muchas funciones que existen en Excel para escritorio. Ojalá sigan agregando mas funciones, y definitivamente podamos decir que no hay diferencia entre la versión de escritorio y la versión para iPad.",3.00,CL,2.38,2020-07-03T21:30:40,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LaJ7oYNV6HCQiI9A6Vv8_Cg,"es;gl"
Maint.Mistouris,No support for pointing devices updated since iPadOS 13.4,"It has been several months since the release of iPadOS 13.4, and the Microsoft Office for iPad suite has been updated many times, but there is still no pointing device compatible with iPadOS. Although the function is more powerful than the iWork suite, the iWork suite has been Support for pointing devices, compared to the Office suite is very inconvenient.",没有适配iPadOS 13.4版本以来更新的对指针设备的支持,自从iPadOS 13.4发布到现在已经好几个月了，Microsoft Office for iPad套件也更新了很多次了，但是仍然没有适配iPadOS的指针设备，虽然功能上相比iWork套件要更加强大一些，但是iWork套件已经支持了指针设备，相比来说Office套件显得非常不方便。,3.00,CN,2.38,2020-07-02T11:11:31,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LuJjrnmDfjm814bL-2vG8Ow,zh
从未见过如此垃圾的游戏,I hope to adapt the iPad version of the touchpad and mouse and open the form as soon as possible,"I hope to adapt to rt as soon as possible. I have started to use the iPad Pro to start light work. Now Excel is not competitive at all!
After the adaptation, it will definitely improve the productivity",希望尽快适配iPad版触摸板和鼠标以及多开表格,"希望能rt尽快适配，已经开始用iPad Pro开始轻办公了，现在的Excel一点竞争力都没有！
适配后肯定能提升很大生产力",3.00,CN,2.38,2020-07-02T10:59:36,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L1qfbOz-yjyhgfOYmRNnu_Q,zh
dr.mohamedamin90,Does not support side by side view in ipad,The excel does not open two excel sheets side by side in my ipad pro incomparable with the word and power point wich is essential for me,Does not support side by side view in ipad,The excel does not open two excel sheets side by side in my ipad pro incomparable with the word and power point wich is essential for me,3.00,SA,2.38,2020-06-30T19:13:12,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LUuY2ZKeWFGkbBqLMavSqcw,en
タンタラン,I'm in trouble,"After inserting and opening the app, I'm having trouble synchronizing with Teams without permission. I would like to know how to cancel the synchronization!",困ってます,アプリを入れて開いたら、勝手にTeamsと同期してしまっていて困っています。同期の解除の仕方を教えて欲しいです！,3.00,JP,2.38,2020-06-30T14:12:41,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LJEoPKyTzzI3aYWJ2YYExBw,ja
hfsbi,I can't use it,Tool options missing,No la puedo utilizar,Faltan opciones de las herramientas,3.00,MX,2.38,2020-06-29T04:29:07,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LiVPG6QSQ1qCoYNhFuOWLsA,"es;an"
So04Ka,Make new updates !!,I have the iPad Pro with the Magic Keyboard and I miss the desktop version as on the Mac. Please update this app !!!,Fate nuovi aggiornamenti!!,"Io ho l‘iPad Pro con la Magic Keyboard e mi manca la versione desktop come sul Mac. Vi prego, aggiornate questa app!!!",3.00,IT,2.38,2020-06-26T11:27:49,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L-gYou-_4-qEJz-hwKFUX0A,"it;la;oc"
M@ndr@k3,Limited features,"I would appreciate if you update and improve the Excel application, as it is still far from resembling the desktop version. With iPadOS I thought I would have a more similar experience, but there is still a long way to go.",Funciones limitadas,"Agradecería que actualizaran y mejorarán la aplicación de Excel, debido que aún esta lejos de parecerse a la versión de escritorio. Con iPadOS pensé que tendría una experiencia más parecido, pero aún falta mucho.",3.00,GT,2.38,2020-06-25T20:42:07,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LnSywC_7MKOgAb-pMzF8qNg,"es;gl"
mchinchillag,Split-view Urgent,"This is good, but urgently needs an update to be able to open any two books from the office family on iPad.",Split-view Urgente,"Esta bueno, pero necesita urgente una actualización para poder abrir dos libros cualquiera de la familia office en iPad.",3.00,CL,2.38,2020-06-25T10:39:54,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L-1LS09IDS5n9YhvLXUi9DQ,"es;gl;an"
ThànhBK,Need professional features on iPad Pro,"Hi Microsoft team,
I believe many your customers are using iPad to work nowadays including me. Therefore, we need you to build Excel app on iPadOS to become same as on PC. It will help us love your app and be loyal to you.
Thanks!
Thanh",Need professional features on iPad Pro,"Hi Microsoft team,
I believe many your customers are using iPad to work nowadays including me. Therefore, we need you to build Excel app on iPadOS to become same as on PC. It will help us love your app and be loyal to you.
Thanks!
Thanh",3.00,VN,2.38,2020-06-25T03:48:28,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L-bRTNgWf8OquG1yop2xu2w,en
JSelRaj,Not the complete Excel.,"Unfortunately, thee iPad version does not support even the simplest macros. also no add-ins are possible. Sigh... I still need to depend on my desktop version.",Not the complete Excel.,"Unfortunately, thee iPad version does not support even the simplest macros. also no add-ins are possible. Sigh... I still need to depend on my desktop version.",3.00,SG,2.38,2020-06-21T13:53:04,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L3r3Bx_33De7edg2wmc3dBQ,"en;ca;la"
00085478646764644,Does not support split screen,"Three Musketeers didn't support this, bad reviews.",不支持分屏,三剑客就这个不支持，差评。,3.00,CN,2.38,2020-06-19T12:35:21,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382Lmm7vDnf218-91iPsaHOE1A,zh
Ahmedshehab,No support for trackpad/Mouse,The app is still not supporting trackpad and mouse PROPERLY. No “right clicks” no “click and drag”. These kind of issues besides missing out several options can not give me the full experience of the laptop.,No support for trackpad/Mouse,The app is still not supporting trackpad and mouse PROPERLY. No “right clicks” no “click and drag”. These kind of issues besides missing out several options can not give me the full experience of the laptop.,3.00,EG,2.38,2020-06-17T07:16:04,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LUGMJhk-2n4-hux3n1p7CSA,en
gjmwgcwp,Unresponsive,The reaction is too slow,反应迟钝,反应太慢,3.00,CN,2.38,2020-06-17T03:04:04,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LEdtWiRvuAoDfJLsgEiHPwg,zh
FKK U,Just got worse,Honestly it was pretty fine before the whole updating thing happened. It just got more confusing and it just automatically rounds up your numbers and there’s a % at the end of every single thing. It is so annoying and I don’t like Excel anymore,Just got worse,Honestly it was pretty fine before the whole updating thing happened. It just got more confusing and it just automatically rounds up your numbers and there’s a % at the end of every single thing. It is so annoying and I don’t like Excel anymore,3.00,AU,2.38,2020-06-16T23:47:45,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LyDyof3ZvnPd9gS7tzLywiw,en
RRaj25,Nice but..,While using in iphone xs phone becomes very hot even for short time,Nice but..,While using in iphone xs phone becomes very hot even for short time,3.00,IN,2.38,2020-06-16T21:48:35,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LFlu0o7GXxQconOpThX4Omw,en
РоманЧел,Why change the menu.,"For what purpose did they remove the “I have access” section from the main menu? In the computer version, it is on the iPad too. But now he is gone. Return pzhlst.",Зачем изменили меню.,С какой целю из главного меню убрали раздел «Мне предоставлен доступ» В компьютерной версии он есть и на IPad то же был. Но сейчас его не стало. Верните пжлст.,3.00,RU,2.38,2020-06-16T18:00:50,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LkxA7Cxc24hkTU6AoMu7H4g,ru
EngineerOS,94-97 xls files won't open,"Sorry, 94-97 version .xls files cannot be opened. The files opened on our computer are not opened here. He also gave an error that he could not open. Since we pay the fee, we want this problem to be solved.
If you like it useful, the support team can see it to you.",94-97 xls dosyaları açılmıyor,"94-97 versiyon .xls dosyaları maalesef açılamıyor. Bilgisayarımızda açılan dosyalar burda açılmadı. Açılamadı diye de hata verdi. Madem ücretini veriyoruz, bu sorunun da çözülmesini istiyoruz. 
Faydalı diye beğenirseniz destek ekibi görebilir size zahmet.",3.00,TR,2.38,2020-06-15T18:44:43,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LPV9R6pWk1fv6X9q9jTB5qA,tr
fabio123medi,Problems to export doc in pdf,The application crashes when I try to export an excel doc in pdf. I have an iPad 6th,Problemas para exportar doc en pdf,La aplicacion de bloquea cuando intento exportar un doc de excel en pdf. Tengo un ipad 6ta,3.00,CO,2.38,2020-06-15T18:26:43,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LOLO1zfawh3dO047Bhogplw,"es;gl;an;ca"
Saurabh0102,Heating issue,"App is functioning fine but mu iphone xr is heating up while using this app for longer the five minutes, pls fix this issue, otherwise app is very good.",Heating issue,"App is functioning fine but mu iphone xr is heating up while using this app for longer the five minutes, pls fix this issue, otherwise app is very good.",3.00,IN,2.38,2020-06-15T16:12:39,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382Lo5gpCHaFf_S8nnQLgGym0A,en
Valita jo,Not very friendly,It is not very friendly.,Poco amigable,No es muy amigable.,3.00,CL,2.37,2020-06-14T09:59:49,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LR1_Ox8jABdoLOudEyGh7BQ,"an;es;war;ca;la"
rezapoori,iPad 10.5 problem,Why we should pay and don’t use free because of my iPad big screen  would it be solve in next update or I should pay😩?,iPad 10.5 problem,Why we should pay and don’t use free because of my iPad big screen  would it be solve in next update or I should pay😩?,3.00,US,2.37,2020-06-14T07:12:18,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LZFsuMjNA0awZN1hPUqTmTQ,en
Anceps Infans,Excellent BUT,"I really wish there was support for more features, number one of which would be array formulas.",Excellent BUT,"I really wish there was support for more features, number one of which would be array formulas.",3.00,RU,2.37,2020-06-13T06:16:11,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LgBnRK_CGbsbuR4xNkRsRRA,en
LetLive#,Limited formatting,"The basic functions are there, and the interface seems correct compared to the computer version. However, you cannot format part of a cell (selection) independently of the other part. I find that for a paid application, the minimum would be to have the basic formatting functions (simple office in the end). Disappointing.",Mise en forme limitée,"Les fonctions basiques sont là, et l’interface me semble correct par rapport à la version ordinateur. Cependant on ne peut pas mettre en forme une partie d’une cellule (sélection) indépendamment de l’autre partie. Je trouve que pour une application payante, le minimum serait d’avoir les fonctions de base de mise en forme (bureautique simple au final). Décevant.",3.00,FR,2.37,2020-06-12T13:31:39,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382Lulk__oeb3MUcDapVsPYweQ,fr
Embek Boy,Not bad,"Please fix to multiple tabs for the MS Excel feature
And features are expanded because they are more interesting in the web version
And provide it to be made into pdf",Lumayan,"Mohon di perbaiki untuk bisa multiple tab untuk fitur ms excel
Dan fitur2 di perbanyak karena lebih menarik di versi web
Dan sediakan untuk bisa di jadikan pdf",3.00,ID,2.37,2020-06-11T09:24:35,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LhREB_-FXM6HWU6-cn4PGiQ,"id;ms"
pizzastromboli,Inconvenient and difficult to understand compared to PC,"I am using iPad Pro with a magic keyboard. Simply put, on a PC it's too hard to find out where the right click operations have gone. The official Excel for iPad help is pretty much useless.
The most stressful thing is that I can hit the punctuation marks (.) but not the punctuation marks (.). I found that you can get it by searching for information on the net and converting ""option +."", but it's too inconvenient. Science people may have a convention of using ""."" for horizontal writing, but not everyone. We would like you to use the punctuation marks as soon as possible. Thank you! (Actual)",PCと比べると不便とわかりにくさあり,"iPad Proをマジックキーボードで使用しています。端的に言えば、PCでは右クリックでできる操作がどこへ行ってしまったのか探すのが、あまりにも大変です。公式のExcel for iPadヘルプでは、ほぼ役に立たちません。
最もストレスなのは、読点（、）は打てるのに、句点（。）が打てないことです。ネットで情報を探し、「option + 。」を変換すれば出せることはわかりましたが、あまりに不便。理系の方は横書きには「．」を使う慣習があるかもしれませんが、誰しもがそういうわけではありません。句点は早急に使えるようにしていただきたいです、よろしくお願いいたします！（切実）",3.00,JP,2.37,2020-06-11T00:25:33,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LUtwPXEcrl50sTaF_yv69AA,ja
masterkrupa,Patterns,And when do you have earnings templates !?,Шаблоны,И когда у вас заработа шаблоны!?,3.00,RU,2.37,2020-06-10T13:10:23,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LdLYO7H1qeKGGgu7MLj_tAg,"ru;be_x_old;kk;mk;sr"
히히힛오우,Excel automatic completion......,"I usually don't write this, but I've requested it through app feedback several times.
Please enable or disable autocomplete.",엑셀 자동완성......,"보통 이런 거 안 쓰는데 여러 번 앱 피드백 통해서 요청드렸는데 안 읽는 건지 그냥 무시하는 건지는 몰라도 문서 작성하다가 자동완성 계속 떠서 불편합니다.
자동완성을 켜고 끌 수 있도록 하든가 해주세요.",3.00,KR,2.37,2020-06-09T15:03:53,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LCR9vEbL6f4S6y8kRfoHwog,ko
Christ queb,Good but to improve,"The application works well, but an optimization should be made so that the menu and the functions more resemble the desktop application of the Office suite. For several features, it is very difficult to navigate (often impossible) and it is generally necessary to continue on the desktop application of the Office suite.",Bien mais à améliorer,"L’application fonctionne bien, mais une optimisation devrait être faite afin que le menu et les fonctionnalités ressemblent davantage à l’application de bureau de la suite Office. Pour plusieurs fonctionnalités, il est très difficile de s’y retrouver (souvent impossible) et il est généralement nécessaire de poursuivre sur l’application de bureau de la suite Office.",3.00,CA,2.37,2020-06-07T22:55:51,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LJ2vCzx7FKaYEOwjdtSAGSw,fr
"hffhu,l",justi,🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡,Ouy,🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡,3.00,ZW,2.37,2020-06-05T12:16:59,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LRkz7TG3yVjxQCPfBloe6Aw,"vi;an;ceb;es;tr"
Macoman01,Not complete,"Works pretty well, only the extensive functions such as checkboxes do not work. That is quite a pity.",Niet compleet,"Werkt best mooi, alleen de uitgebreide functies zoals checkboxen werken niet. Dat is toch best jammer.",3.00,NL,2.37,2020-06-05T02:31:12,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LN6YEO-cOmc7jtYkncNJ7gA,nl
是烟然啊,share it,Can't share to WeChat,分享,无法分享至微信,3.00,CN,2.37,2020-06-03T13:21:36,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L67ecv65Ai1x4D12m7IVSSQ,"zh;zh_classical"
Hgjfhjukjj,Currently use via Apple IOS,Works fine but petty Microsoft now prevent you editing spreadsheets on iPads or iPhones. Older versions worked well with full editing capabilities without having to subscribe to MS Office 365. I will start to look at Apple Numbers as an alternative.,Currently use via Apple IOS,Works fine but petty Microsoft now prevent you editing spreadsheets on iPads or iPhones. Older versions worked well with full editing capabilities without having to subscribe to MS Office 365. I will start to look at Apple Numbers as an alternative.,3.00,GB,2.37,2020-06-03T10:15:50,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LC6cf5dT8vSu2WfNT6IXFSw,en
口車筆不精之介周作,Lack stability,Falls well The cell cannot be protected.,安定性に欠ける,よく落ちる。セルの保護ができない。,3.00,JP,2.37,2020-06-03T06:43:00,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LptWw8flZY33UGqbMaFeofw,ja
Schlagholz,no magic trackpad / mouse support,Please provide support for mouse and trackpad. Otherwise everything was great.,kein Magic Trackpad / Mouse Support,Bitte eine Unterstützung für Maus und Trackpad nachliefern. Sonst alles top.,3.00,DE,2.37,2020-06-03T06:42:54,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LXQGUNIF6ta9sH_bRd45Yiw,de
Канил,Working with Magic Mouse 2,"The ""right button"" of the mouse does not work. The selection of text, cells with the mouse does not work (immediately starts dragging the cell. Slurred work when the menu is called (create a new line in the cell, etc.).
You cannot work two windows.
The area from one document to another is not copied or pasted.
No keyboard shortcuts.
For money - raw application",Работа с Magic Mouse 2,"Не работает «правая кнопка» мыши. Не работает выделение текста, ячеек мышкой (сразу начинает перетаскивать ячейку. Невнятная работа при вызове меню (создать новую строку в ячейке и тд).
Нельзя работать двух окнах. 
Не копируется и не вставляется область из одного документа в другой. 
Нет сочетаний быстрых клавиш. 
За деньги — сырое приложение",3.00,RU,2.37,2020-06-02T14:14:25,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L0yfHMVhZ9VHTEyrOAt7kKQ,ru
Golupsgurdy,No chart Data manipulation,Please provide an update wherein i can choose the data for my charts. I cant choose which data to use and what should appear. I cannot fully manipulate my data compared to laptops and desktops i can. Please include that on your next update,No chart Data manipulation,Please provide an update wherein i can choose the data for my charts. I cant choose which data to use and what should appear. I cannot fully manipulate my data compared to laptops and desktops i can. Please include that on your next update,3.00,PH,2.37,2020-06-02T07:34:08,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382L4j8wtJiE-OHInbcoWi3iOw,en
Mayito_123,Missing,"Functions, macros and dynamic tables are missing, I also need to be able to paste: values, formulas and in other ways I also have a problem, although I have some books marked, then they disappear and I have to go look for them in the root directory, I look forward that it becomes a real proposal. It is worth mentioning that I have the paid version.",Le falta,"Faltan funciones, macros y tablas dinámicas, tambien me hace falta poder pegar: valores, formulas y de otras maneras tambien tengo un problema, aunque tengo marcadas algunos libros, luego se desaparecen y tengo que ir a buscarlos en el directorio raiz, espero con ansias que se convierta en una propuesta real. Cabe mencionar que tengo la versión paga.",3.00,MX,2.37,2020-06-02T03:39:48,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LLSqSib-4qLiw_-9rKZdUtw,"es;gl"
🟡Naw,"Access is too slow, opening files etc. takes a long time",Opening speed is very different from Google Forms,存取太慢、開啟檔案等很久,開啟的速度與Google表單落差很大,3.00,TW,2.37,2020-06-01T08:05:32,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LS97Np8HJloagQ76ss1WrxQ,"zh;zh_yue"
黄花大冰块,"Too few functions, too much castration","Now that the iPad has played the banner of replacing the computer office, the supporting office software functions should keep up. The iPad version of Excel has too many castration functions, such as inserting a pivot table. I understand that the original intention was to make office software for portable devices, but now that iPadpro has been used as a productivity tool, it should make office software with more complete functions and seamless transition from computer to iPad, or make two One version, one is simple and suitable for portable office light office, the other is fully suitable for desktop office.",功能太少，阉割太多,iPad既然已经打出代替电脑办公的旗号，那配套的办公软件功能应该跟得上，iPad版本的Excel阉割功能太多了，比如插入透视表。我理解最开始的初衷是为了做便携设备的办公软件，但是既然现在iPadpro已经作为生产力工具，那就应该做出功能更加完善、从电脑过渡到iPad可以无缝连接的办公软件，或者做出两个版本，一个简约简单适合便携设备轻度办公，另一个功能全面适合桌面办公。,3.00,CN,2.37,2020-06-01T03:50:56,False,False,39903458382,39903458382,"Microsoft Excel",586683407,apple,1,39903458382LQdhmm7ty4CgMX6fnDTzlBg,zh
