author,title,review,original_title,original_review,stars,iso,version,date,deleted,has_response,product,product_id,product_name,vendor_id,store,weight,id,predicted_langs
Pamela Rossana,Horrible!,"It doesn't give me the option to cancel my subscription ... I thought it would be a useful tool for me, but it turned out to be completely horrible !! I want to cancel and I do not know how and it does not work out how to do it ...",Horrible!,"No me da la opcion de cancelar mi suscripción... Pensé que seria una herramineta útil para mi , pero resulto ser completamente horrible!! Quiero cancelar y no se como y tampoco sale como hacerlo...",1.00,CL,1.4.0,2019-08-27T23:21:35,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432Ls5yEhH9s-qd_XWPeh9tSFg,"es;gl;an;ca;pt"
3Files,14 Day Trial? No Thanks!,"Formerly free to use with Linux distributions, it is now a 14 day trial converting to a $79.99/year subscription. That was less obvious than I think is fair. I read it in another review and confirmed it with considerably more additional effort. 
I abandoned a previous version of this and checked back to discover this change. Now I have to figure out how to get rid of it without triggering a subscription charge. I am not even going to open it.",14 Day Trial? No Thanks!,"Formerly free to use with Linux distributions, it is now a 14 day trial converting to a $79.99/year subscription. That was less obvious than I think is fair. I read it in another review and confirmed it with considerably more additional effort. 
I abandoned a previous version of this and checked back to discover this change. Now I have to figure out how to get rid of it without triggering a subscription charge. I am not even going to open it.",1.00,US,1.4.0,2019-08-26T15:49:00,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LTv-3QnFTm6JmwSt0uDqz4g,en
도윤대디,Very convenient.,"There were some errors in the previous version, but it's good~ There's a little bit of a bug in MacBook Air... but it's useful..^^",매우 편리합니다.,이전 버전에서는 오류도 좀 있었는데 좋습니다~ 맥북에어에서 조금 버벅임이 있지만...쓸만하네요..^^,4.00,KR,1.4.0,2019-08-26T01:33:14,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432Ln_V0Q1eTiM7iw5EZzcyGjA,ko
justin7667867,works great,tried bootcamp and had problem with drivers and was worried bout virus and corrupting drive.  downloaded this program after much research and works as advertised.  easy to get started and works flawlessly fron the get go.  ran just as good as bootcamp for basic tasks.,works great,tried bootcamp and had problem with drivers and was worried bout virus and corrupting drive.  downloaded this program after much research and works as advertised.  easy to get started and works flawlessly fron the get go.  ran just as good as bootcamp for basic tasks.,5.00,US,1.4.0,2019-08-24T02:29:04,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LvJifnLjXm3MxnWATOfJOwg,en
MBEMBESI,SLOW,IT SLOW,SLOW,IT SLOW,1.00,ZA,1.4.0,2019-08-23T05:28:05,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LBWPsOV6Ux7bqYzqeHvY61A,"pl;an;de;lb;zh"
Makgose,Mr S,Just downloaded the program today still on trail will see how it goes. So far so good,Mr S,Just downloaded the program today still on trail will see how it goes. So far so good,4.00,ZA,1.4.0,2019-08-15T21:25:06,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LSMXCnQNVG1dW_uycVDKMXw,en
은한솔,Purchase Restoration Error,"I renewed the 1-year license, but the restoration does not proceed even if I enter my Apple ID and password in the purchase restoration.
Even if you delete and reinstall the app, restoration does not proceed.
please check.",구입 복원 오류,"1년 사용권을 갱신하였으나, 구입 복원에서 애플아이디와 비번을 입력하여도 복원 진행이 되지 않고 있습니다.
앱을 삭제하고 재설치하여도 복원 진행이 되지 않습니다.
확인 부탁 드립니다.",5.00,KR,1.4.0,2019-08-11T20:40:04,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432Lg2WsjKHWf6s5gP4yRoWvQg,ko
Clementshawes,Can't run without subscription,"Yes it appears to have a 14-day trial, but you cannot run this without signing up for the subscription.
I just wanted to trial this for some basic tasks, I will continue to use other products which do the same job for free.",Can't run without subscription,"Yes it appears to have a 14-day trial, but you cannot run this without signing up for the subscription.
I just wanted to trial this for some basic tasks, I will continue to use other products which do the same job for free.",1.00,GB,1.4.0,2019-08-11T12:39:14,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LwMyslJXEz7ztlGcoWE-eAA,en
Net Admins WS,Sneaky subscription service,"You guys ruined what could have been a great experience using a great app by injecting this auto subscription. Somehow I have three $80 subscriptions showing up in my app store account. Upon installation you are prompted concerning Windows and that you need to purchasee a license so it appears that is what the app is referring to when it talks about subscriptions.  I have never known a lite version of an app to be paid in the first place, much less a subscription.  There is no way to report an issue with the app or request a refund for an app I have already uninstalled.",Sneaky subscription service,"You guys ruined what could have been a great experience using a great app by injecting this auto subscription. Somehow I have three $80 subscriptions showing up in my app store account. Upon installation you are prompted concerning Windows and that you need to purchasee a license so it appears that is what the app is referring to when it talks about subscriptions.  I have never known a lite version of an app to be paid in the first place, much less a subscription.  There is no way to report an issue with the app or request a refund for an app I have already uninstalled.",2.00,US,1.4.0,2019-08-09T16:49:10,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LdelFQoaJK7hTs6xXrkUrWw,en
Keep working on it!,Cheaper from their website! (and doesn't work from here!),"Don't download this! 74GBP when downloaded from here and it simply doesn't allow you to pay the money! Buy it from their own website instead and it only costs 60GBP.
Don't waste your time with an app that fails to load or complete the setup process as you will find with this one!",Cheaper from their website! (and doesn't work from here!),"Don't download this! 74GBP when downloaded from here and it simply doesn't allow you to pay the money! Buy it from their own website instead and it only costs 60GBP.
Don't waste your time with an app that fails to load or complete the setup process as you will find with this one!",1.00,GB,1.4.0,2019-08-09T12:37:25,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LYSw7fKFFlb7ouK2P2zKqGQ,en
juhaba,VALUE € 80 YEAR!,"There is no better and smoother way to integrate a WINDOWS VM into MacOS. The Windows runs absolutely clean and without quirks. The main reason why I installed it: The integration in MacOS is much more convenient than installing Windows via Boot Camp and then always having to restart the computer to change the operating system. Clear recommendation, do not want to miss it anymore!",80€ im JAHR WERT!,"Besser und flüssiger kann man eine WINDOWS VM nicht in MacOS einbinden. Das Windows läuft absolut sauber und ohne Macken. Hauptgrund warum ich es installiert habe: Die Einbindung in MacOS ist deutlich bequemer als Windows über das Boot Camp zu installieren und dann den Rechner immer neustarten zu müssen um das Betriebssystem zu wechseln. Klare Empfehlung, will es nicht mehr missen!",5.00,DE,1.4.0,2019-08-08T12:19:52,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LInJI7wdZsEEMphekh1RnMQ,de
Kenny_31,Needless,"What is the point of offering a ""free"" light version if the subscription is mandatory even to install an open source OS?
Virtual Box does better for free.
These forced subscriptions become a real plague! It becomes difficult to still find software that we may have (even without a major update).",Inutile,"Quel est l'interêt de proposer une version light ""gratuite"" si l'abonnement est obligatoire même pour installer un OS Open source ?
Virtual Box fait mieux gratuitement.
Ces abonnements forcés deviennent une véritable plaie ! Il devient difficile de trouver encore des logiciels que l'ont peut posséder (même sans mise à jour majeure).",1.00,FR,1.4.0,2019-08-07T09:59:58,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LCvBnK7oPt2J2kgHjdZla5Q,fr
Балабон,All that is needed,Just. easy. Humanly,Все что нужно,Просто. легко. По человечески,5.00,RU,1.4.0,2019-08-07T06:53:13,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LBy1mf5Wf1l-jksogzWirgQ,"ru;bg"
Syllogomania,crap,"I have new Mac with only USB-C ports. 
wanted to use this so i could run a game on steam that uses a controller... obviously had to use an adapter to for anyplug in devices... computer would not recognize or even register there was anything plugged in. on top of that, at start up, it even said there would be no wifi. also couldn't get sound to work through speakers. and for $80...thats total BS. Plus i had a key for windows and i never got to enter it...not sure what that was about. tried to transfer the windows via my microsoft account which is how it is supposed to work...and how they even recommended to do the set up... but without WIFI you cant even connect. Oh and through the adapter that is required to even use an Ethernet to hardline in... this wouldn't support (not an off-brand either).
and FYI, all of these things except the gaming controllers work no problem on the Mac side of things through the adapters. i only wanted this to play a game so i could use the controller.
I probably would have used the windows for other things too eventually...but then again... NOT for $80/year.
for that price: if anyone were gaming or using the windows more than a couple times a year.... you would be better off just spending the extra money to get a cheap PC laptop/desktop or even doing your own cheap build (the route i plan to take).
I hope you find this helpful.",crap,"I have new Mac with only USB-C ports. 
wanted to use this so i could run a game on steam that uses a controller... obviously had to use an adapter to for anyplug in devices... computer would not recognize or even register there was anything plugged in. on top of that, at start up, it even said there would be no wifi. also couldn't get sound to work through speakers. and for $80...thats total BS. Plus i had a key for windows and i never got to enter it...not sure what that was about. tried to transfer the windows via my microsoft account which is how it is supposed to work...and how they even recommended to do the set up... but without WIFI you cant even connect. Oh and through the adapter that is required to even use an Ethernet to hardline in... this wouldn't support (not an off-brand either).
and FYI, all of these things except the gaming controllers work no problem on the Mac side of things through the adapters. i only wanted this to play a game so i could use the controller.
I probably would have used the windows for other things too eventually...but then again... NOT for $80/year.
for that price: if anyone were gaming or using the windows more than a couple times a year.... you would be better off just spending the extra money to get a cheap PC laptop/desktop or even doing your own cheap build (the route i plan to take).
I hope you find this helpful.",1.00,US,1.4.0,2019-08-06T17:48:33,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LQFe4FjKJ6BD0M30Qrl1I8g,en
thuffman15,Just use Bootcamp or Virtualbox,"$79.99 a year and it doesn't even include a windows liscense.
Bootcamp is perfectly free, and so is VirtualBox. If you really must virtualize your windows desktop use Virtualbox.",Just use Bootcamp or Virtualbox,"$79.99 a year and it doesn't even include a windows liscense.
Bootcamp is perfectly free, and so is VirtualBox. If you really must virtualize your windows desktop use Virtualbox.",1.00,US,1.4.0,2019-08-05T19:46:24,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432Lcr91NR0vsP-fdVD5k_AlgA,en
Bob D...,Great Product,Defanately going to buy once my free trial is over. Product works seemlessly on my Macbook Air. Now I have the best of both Windows 10 and Mac.,Great Product,Defanately going to buy once my free trial is over. Product works seemlessly on my Macbook Air. Now I have the best of both Windows 10 and Mac.,5.00,PH,1.4.0,2019-08-04T08:38:47,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L4YdUmB41SU-5eoiHBeApWA,en
Killer1122333,kidding,App can not be used you will be asked to pay directly,verarsche,app kann nicht genutzt werden man wird direkt zum zahlen aufgefordert,1.00,DE,1.4.0,2019-08-02T22:38:42,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L8owXCnijSJjSzplTTwkCgA,de
時間が足りない情報弱者,Isn't it a bit overkill?,"It was written that it was free for 14 days, so I had it used for 14 days free of charge, but I thought it was terrible because I was charged for the ¥9100 plan without permission after that. At least from the next start, shouldn't it be necessary to put in a notification saying that only paid plans can be used from here?
It was unavoidable this time because there was insufficient research after various investigations
At least refundable or initial billing with a monthly plan
I want you to reduce the damage to people who have the same situation.
By the way, if you can use the free plan only for Linux from the beginning
It was a recommended good app that can be introduced to others.",ちょっと無理やりすぎでは？,"14日間無料と書いてあったので１４日間無料で使わしてもらったが、その後勝手に¥9100のプランに課金されていたので酷いなと思った。せめて次回の起動から、通知でここからは有料プランのみしか使用できませんとか入れて制限をかけるべきなのでは？
色々調べて調査不足だったので今回は仕方がないのですが
せめて返金対応か初期の課金は月額プランでとかにして
もしも同じ状況になってしまった人の被害を減らしてあげて欲しいです。
ちなみに初めからLinuxのみの無料プランが使えていれば
他人にも紹介できるおすすめ良いアプリでした。",1.00,JP,1.4.0,2019-08-02T03:50:58,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LFzNdugoHaDEvybG1hFpOow,ja
linear_non_parallel_person,free-as-in-pay-us-money,"It seems to have moved to a subscription service, which is not optional so any idea you might get that you can do anything except stare at the ""start subscribing now"" screen for free is misguided.",free-as-in-pay-us-money,"It seems to have moved to a subscription service, which is not optional so any idea you might get that you can do anything except stare at the ""start subscribing now"" screen for free is misguided.",1.00,SE,1.4.0,2019-07-31T13:30:30,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432Lmv_0Ay32wCeXL4EfDJa6WQ,en
Lloyd the unhappy,if only it run as fast as the demo above,"running a quad core I7 mac
and its running like a dog WITH TWO LEGS!!!!!
not happy, also snap shots are taking up most of the disk and it's showing problems when running disk tools on mac that it can;t fix.
mac is also taking ages to boot. 
all in all not good!",if only it run as fast as the demo above,"running a quad core I7 mac
and its running like a dog WITH TWO LEGS!!!!!
not happy, also snap shots are taking up most of the disk and it's showing problems when running disk tools on mac that it can;t fix.
mac is also taking ages to boot. 
all in all not good!",2.00,GB,1.4.0,2019-07-31T12:26:31,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LlARIwXgMjJL8nignfEwcAQ,en
Kill8920,Booting to black screen during use,"After using it well, when I start small, the screen is blank on the black screen",사용중 검정색 화면으로 부팅됩니다,잘사용하다가 작구 시작할떄 검정화면에서 바탕화면이 안나와요,4.00,KR,1.4.0,2019-07-29T23:35:17,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LsqKq2XFoUeRHduabgUPEuA,ko
NightAngelDST,In the second year does not work,"Delivered, worked for a year, but the resources of the laptop were unrealistic, in the second year they stripped money, but the subscription was not renewed !!! They refuse to return money, if you do not want to spend money on nothing it’s better not to buy this program",На второй год не работает,"Поставил, год проработала, но ресурсы ноута жрала нереально, на второй год содрали деньги, но не прошло продление подписки!!! Деньги отказываются возвращать, если не хотите потратить деньги в пустую лучше не покупать эту программу",1.00,RU,1.4.0,2019-07-29T08:37:13,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LI9amDrmaXHPWtuYRHZ6v4Q,ru
Mathcare,"working well. satisfied ;)","working well. satisfied ;)","working well. satisfied ;)","working well. satisfied ;)",5.00,KR,1.4.0,2019-07-27T10:26:00,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LbsgouUexdiZx6EZKTF0rJg,"af;en;nl"
Макс117,Bullshit!,First require registration? and then 6000 a year! now bastards spammed mail,Фуфло!,Сначала требуют регистрацию? а потом 6000 в год! теперь заспамили почту гады,1.00,RU,1.4.0,2019-07-26T05:34:22,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L2165J_uwOtBKJj26Z6g40A,"ru;sr;uk;mk"
EFFEDI,PAYMENT!,"But let alone if they give you a FREE lite version ... but jokes !!!
First they give it to you for free and then the rules change putting it in that place ... a little incorrect ... NO THANKS!",a PAGAMENTO !,"Ma figuriamoci se ti danno una versione lite GRATIS ... ma scherzate!!! 
Prima te lo danno gratuito e poi cambiano le regole mettendolo n quel posto ... un po scorretti... NO GRAZIE !",1.00,IT,1.4.0,2019-07-23T18:26:03,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LZt8-yb_8GgzBB9Iuh99O9g,it
PP Legal Cost,awesome program,best program by far!!!,awesome program,best program by far!!!,5.00,ZA,1.4.0,2019-07-21T14:13:28,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LKxJELFJYVvvSHc_AjDP0Jg,"en;af;da;no"
SeiEx,poorly,"It was given the opportunity to use Linux distros for free, and because of this I used it. But now this functionality is not available for free. Paying almost 6,000 rubles for the ability to run virtual machines with Linux is expensive. Better use the free VirtualBox.",Плохо,"Была предоставлена возможность использовать дистры линукс бесплатно, из за этого и пользовался. Но теперь данный функционал бесплатно недоступен. Платить почти 6000 руб за возможность запускать виртуалки с линуксом дорого. Лучше использовать бесплатный VirtualBox.",1.00,RU,1.4.0,2019-07-20T17:13:31,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LMxjORuD38ZZCGflFPOzKXw,ru
Iván González silva,Good app,"It is a good app, it only remains to partially improve its speed of execution and opening, thanks.",Buena app,"Es una buena app, solo falta mejorar en parte su rapies de ejecucon y apertura, gracias.",4.00,CL,1.4.0,2019-07-19T18:24:33,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LS4yBYEIyR71G-o1iLO6Ypw,"es;an;oc;ca;gl"
크흥흠흥,Auto-renewal canceled after 14-day free trial,"After using the free trial version on the 14th, it seems that the subscription is registered as a product that is automatically renewed.
There is no way to cancel it by attempting an automatic account transfer;",14일 무료 체험판 이후 자동갱신 해지,"14일 무료체험판 사용 이후에 서브스크립션이 자동갱신 되는 제품으로 등록이 된 것 같은데, 해지하는 방법도 공지 되어있는게 전혀 없고 
자동으로 계좌이체 시도를 해서 취소할 방법이 없네요;;",1.00,KR,1.4.0,2019-07-17T07:24:23,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LQnCkPLTAQSaJLIBg6_62Lw,ko
the real johnny h,What is "Lite" about this?,This is not a free app.  This is a 14 day trial.  I don't see that I would have any functionality after 14 days without paying.  So I'm not bothering with any of this.,What is "Lite" about this?,This is not a free app.  This is a 14 day trial.  I don't see that I would have any functionality after 14 days without paying.  So I'm not bothering with any of this.,1.00,US,1.4.0,2019-07-15T17:42:54,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432Lz5coAJT9WhM6bD7JMPg_oQ,en
maichimac,SLOW,NOTHING COMPATIBLE AFTER TWO HOURS IT ALREADY PLANTS ITSELF,LENTISSIMO,PER NIENTE COMPATIBILE DOPO DUE ORE GIA' SI PIANTA E FA IMPAZZIRE,1.00,IT,1.4.0,2019-07-14T17:19:51,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LzLNH-LoH1MBvS_RzjSqfnA,"an;br;la;lb;zh"
台所の熊,I don't know how to stop billing during the trial period,"Stop future use during the 14-day trial period
If you decide, uninstall
I don't know how to stop billing.
I am having trouble finding the explanation.",試用期間中の課金停止処理がわからない,"14日間の試用期間中に今後の利用をやめる
決定をした場合に、アンインストールして
課金を停止する方法がわかりません。
説明が見つけにくく困っています。",1.00,JP,1.4.0,2019-07-12T01:20:04,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LrnRCJLtbcVkMuFkeMW6_Ng,ja
Moordtuig,MIsleading,"It turns out that this Lite version is no longer free for non-Windows users, but the company has not sufficiently publicized this fact. To all of you thinking this could be a solution to Apple's bad decision to remove support for 32-bit programs, you'll have to think again...",MIsleading,"It turns out that this Lite version is no longer free for non-Windows users, but the company has not sufficiently publicized this fact. To all of you thinking this could be a solution to Apple's bad decision to remove support for 32-bit programs, you'll have to think again...",1.00,US,1.4.0,2019-07-11T21:16:26,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LJQ_-wAXJNvkqQhZCKTdQTw,en
Fvalenzuelag,With problems,"I bought it but after a couple of months it won't let me open it anymore and it only shows the message that my subscription is active and nothing else, it won't let me open my virtual machines. I lost my money",Con problemas,"Lo compre pero despues de un par de meses ya no me deja abrirlo y solo muestra el mensaje de que mi subscripcion esta activa y nada mas, no me deja abrir mis maquinas virtuales. Perdí mi dinero",1.00,CL,1.4.0,2019-07-11T17:06:49,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LM8PypEbsr5AE3aV9MfE48g,"es;ca;oc;gl;an"
ɹoƃǝɹפ,The price does not match the value,"PLN 369.99 per year 😅😂🤣 I will, however, stay with the free VirtualBox",Cena nie przystaje do wartości,"369,99 zł na rok 😅😂🤣 To ja jednak zostanę przy darmowym VirtualBox",3.00,PL,1.4.0,2019-07-09T16:52:01,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LZrxWVJEtGLyMgLLWfaVI_A,pl
shaman_rostov,When you start it requires you to activate a subscription !!!,"At startup, activation of the subscription is required. Those. You cannot use the ability to install Linux & OS X specified in the description for free.",При запуске требует активировать подписку!!!,При запуске требуется активация подписки. Т.е. нельзя использовать указанную в описании возможность устанавливать бесплатно Linux & OS X.,1.00,RU,1.4.0,2019-07-09T08:47:48,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432La9FpW5ZQuLvBJyKvsotvgQ,ru
葉子@地球,"vmx file is converted from windows platform to MAC platform, simple, fast and easy to use","vmx file is converted from windows platform to MAC platform, simple, fast and easy to use",vmx檔案從windows平台轉換到ＭＡＣ平台，簡單快速好用,vmx檔案從windows平台轉換到ＭＡＣ平台，簡單快速好用,5.00,TW,1.4.0,2019-07-09T02:18:37,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LZ9ecR_KLulVnX2OhqPxr_A,"zh_yue;zh"
mc4777,There is no worse deaf than those who do not want to hear!,"SINCE YOU HAVE SENT A SIMPLE STANDARD RESPONSE AGAIN WITH MY PREVIOUS COMMITTE, YOU MAY READ BETTER THIS TIME ... ""Since your standard answer suggests that you do not hear us, let's see if we can lower the average of the ratings by inserting others comments ... your standard answer on the year of free subscription is absolutely ridiculous, I repeat that 80 euros / year to use linux or OSX are ridiculous, try to propose something different, maybe in stages, that I know 1 operating system € 25 / year, 2 to 45 and all 3 to 60 and maybe you will have some feedback, even from me. """,Non c'è peggior sordo di chi non vuol sentire!,"VISTO CHE AVETE NUOVAMENTE INVIATO UNA SEMPLICE RISPOSA STANDARD INSISTO CON IL MIO COMMETTO PRECEDENTE, MAGARI QUESA VOLTA LO LEGGETE MEGLIO ...""Visto che la vostra risposta standard lascia intendere che non ci sentiate, vediamo se riusciamo ad abbassare la media dei giudizi inserendo altri commenti ...la vostra risposta standard sull'anno di abbonamento gratuito è assolutamente ridicola, ribadisco che 80 euro/anno per usare linux od OSX sono ridicoli, provate a proporre qualcosa di diverso, magari a scaglioni, che so 1 sistema operativo € 25/anno, 2 a 45 e tutti e 3 a 60 e forse avrete qualche riscontro, anche da me.""",1.00,IT,1.4.0,2019-07-08T06:53:01,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LYsI3b2cKI6l-89hUAhgdig,it
Iwte28,Automatic charge cancellation,"I used it in a good app
I want to cancel the automatic billing because it is no longer needed,
I don't know how to proceed.",自動課金解除,"いいアプリで使わせいただいてましたが
この度、不要になったため、自動課金を解除したいのですが、
どのように手続きをすればいいのか、不明です。",4.00,JP,1.4.0,2019-07-07T07:20:46,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432Llb1iNNS8E8a3m9wwtV6ZGQ,ja
Владимир12345аемм,R,Great program,R,"Отличная программа ,",5.00,RU,1.4.0,2019-07-06T03:50:24,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L1nM48LX5znviNTiIv_-d1Q,"ru;bg;mk;uk"
