author,title,review,original_title,original_review,stars,iso,version,date,deleted,has_response,product,product_id,product_name,vendor_id,store,weight,id,predicted_langs
Letux,just simple and practical,I love an app that just does what promisses to do!,just simple and practical,I love an app that just does what promisses to do!,5.00,NZ,1.5.0,2020-06-26T23:18:59,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LhNRvAgYBex_k0hORSqwoRg,en
Dbalak,No internet connection,"Tried in vain to connect multiple times .I have only the shared connection option on the software , so no bridge connection for internet.Tried shutting down  did'nt work . Can some one help , if not I would like to cancel ASAP without wasting anymore time on this",No internet connection,"Tried in vain to connect multiple times .I have only the shared connection option on the software , so no bridge connection for internet.Tried shutting down  did'nt work . Can some one help , if not I would like to cancel ASAP without wasting anymore time on this",1.00,GB,1.5.0,2020-06-24T06:17:47,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LIMVmxck-jK4lMEp2D2dTCg,en
Drywall2020,President,Great APP!!!!!!,President,Great APP!!!!!!,5.00,US,1.5.0,2020-06-23T20:58:12,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LNwNlonOLD7FXYgpX7P66dA,"en;oc;la;lb;ca"
420aks69,Worked perfectly,My frustration that PowerBI didnt work well on Mac was solved by this app!,Worked perfectly,My frustration that PowerBI didnt work well on Mac was solved by this app!,5.00,NO,,2020-06-23T14:49:52,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LGMFZF-MgxAORKK7Q8n4RdA,en
IOS204,How to solve slow downloading windows system,1,下载windows系统慢怎么解决,1,5.00,CN,1.5.0,2020-06-23T12:47:42,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LslA53rxFThqWiXPfPHEGwg,"pl;zh;en;sw;tl"
PaleoClipper,Won't open,What the title says. It won't open,Won't open,What the title says. It won't open,1.00,US,1.5.0,2020-06-23T01:04:06,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LbSsSIDYfI8DUZUWIsl8vGQ,"en;tl"
Rubble42,NOW AVOID,"Well, the lite version was great. I used it for OS X VM's. No longer the case. I don't want a subscription.",NOW AVOID,"Well, the lite version was great. I used it for OS X VM's. No longer the case. I don't want a subscription.",1.00,GB,1.5.0,2020-06-22T13:57:11,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432Lf6PjoERl93VoC4hi1dLNzg,"en;la"
AngieHut,why is this not free?,There is no option to use a free version of this software without paying all the subcriptions. Very inconsiderate,why is this not free?,There is no option to use a free version of this software without paying all the subcriptions. Very inconsiderate,1.00,NZ,1.5.0,2020-06-22T01:52:15,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LQVe05vRbm8v0cpI92dR80Q,en
Jacky Au Yeung,very good,parallels desktop is the best virtual machince,very good,parallels desktop is the best virtual machince,5.00,HK,1.5.0,2020-06-20T21:32:38,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432Lbt1p479PTe7BcAd5Ez4aVw,"en;af;nl;ca"
513256437235tegr57,Can't add Mojave in Catalina,"I bought a Macbook pro 2020 because the Macbook pro 2012 Mid I had been using for a long time broke, but I could not downgrade from Catalina to Mojave, and most of the software I purchased could not be specified, so I managed to use it as a virtual environment for Catalina. I tried to use Mojave there and tried to operate the software, but there is no old mac OS such as Mojave among the programs that can be used for free, there is a Windows OS that requires an additional charge It was only free Linux.
I installed it to run Mojave or Sierra with Catalina, but I couldn't even download the old mac OS, so it didn't help at all.",CatalinaでMojaveが追加できない,"長らく使っていたMacbook pro 2012 Mid が壊れたのでMacbook pro 2020を購入したところ、CatalinaからMojaveにダウングレードすることができず、購入していたソフトの大半が仕様できなくなったため、なんとかCatalinaに仮想環境を作ってそこでMojaveを使用し、ソフトを作動させられないかと試したのですが、無料で使えるプログラムの中にMojaveをはじめとした旧mac OSがなく、あるのは追加料金が必要なWindows OSか無料のLinux類だけでした。
CatalinaでMojaveもしくはSierraを動かす目的でインストールしたのに旧mac OSのダウンロードすらできず、全く役に立ちませんでした。",1.00,JP,1.5.0,2020-06-18T14:03:29,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LgOcnVp3oy3QB7j641S7diA,ja
Dr BigJim,"Werks well, subscription is unacceptable","I understand that companies would rather get paid for doning nothing in the form of software subscriptions, but this is unacceptable. There should be an option for a one time purchase for software. As long as the software is subscriotion based, it would be beter to subscribe to something like AWS or Microsoft Azure instead.","Werks well, subscription is unacceptable","I understand that companies would rather get paid for doning nothing in the form of software subscriptions, but this is unacceptable. There should be an option for a one time purchase for software. As long as the software is subscriotion based, it would be beter to subscribe to something like AWS or Microsoft Azure instead.",1.00,US,1.5.0,2020-06-17T15:11:39,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LbdHJ000044Zn4YoLqv-ZBA,en
Dr BigJim,"Werks well, subscription is unacceptable","I understand that companies would rather get paid for doning nothing in the form of software subscriptions, but this is unacceptable. There should be an option for a one time purchase for software. As long as the software is subscriotion based, it would be beter to subscribe to something like AWS or Microsoft Azure instead.","Werks well, subscription is unacceptable","I understand that companies would rather get paid for doning nothing in the form of software subscriptions, but this is unacceptable. There should be an option for a one time purchase for software. As long as the software is subscriotion based, it would be beter to subscribe to something like AWS or Microsoft Azure instead.",3.00,US,1.5.0,2020-06-17T15:11:39,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LrrYZvhHu41C9R1O51HsKTw,en
1/-2/3:3,There is no 14-day trial at all,"There is no 14-day trial at all, no 14-day trial at all, and no 14-day trial at all.",根本就没有 14 天试用,根本就没有 14 天试用，根本就没有 14 天试用，根本就没有 14 天试用。,1.00,CN,1.5.0,2020-06-15T15:08:27,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L6wJ-_6hmTCjuH9JN0uc1Tg,"zh;zh_yue"
2P15,The software is OK,"The software is good, just to pay. The reason why I buy a Mac is because I hate Microsoft Windows. I have to pay, but in order to download a software, the format is exe, I can only use Windows. I downloaded this one and it didn't work. I found the same company's software and almost replaced my original system. 😤",软件还行,软件不错，就是要付钱。我之所以买Mac就是讨厌微软Windows这一点，非得付费，但为了下载一个软件，格式是exe，我只能用Windows。我下载一个这个，不能用，我又找到了同一个公司的软件，差点把我原来的系统替换了。😤,3.00,CN,1.5.0,2020-06-15T13:00:41,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L4zu_UR2j_C30usJqguq8Ig,zh
Ju@nch0,excellent!,Best virtualization experience in MACOS,excellent!,Best virtualization experience in MACOS,5.00,CL,1.5.0,2020-06-13T21:45:21,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LNe7XLEreztRXh78GTUUTeA,"en;fr;la;oc;ca"
hghhhhhhhh规划福特鸢飞鱼跃反弹,How to activate,"Subscribe to activate, how to use without key",怎么激活,订阅了要激活，没有密钥怎么用,1.00,CN,1.5.0,2020-06-13T06:33:39,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LrjQW56vvjRBzBl-Hyo54lg,zh
vicion del juego,fraud,the application when opening it charges you more than 1500 pesos and the trial version does not serve anything :(,estafa,la aplicasion al abrirla te cobra mas de 1500 pesos i la vercion de prueba no sirbepara nada :(,1.00,MX,1.5.0,2020-06-12T21:35:33,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LJLymJXpK_zmxFdbmuPKdnA,"es;gl;oc;ca;pt"
Всегда рад,cheers,Uraaa finally there is a program that downloads windows 10 on imac!,урааа,урааа наконецто есть токая программа которая скачивает windows 10 на imac!,5.00,RU,1.5.0,2020-06-12T07:49:06,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L8OMGhyA_zlDElz8LlWHdyQ,ru
chrissie wan,miss,works really well .,miss,works really well .,5.00,AU,1.5.0,2020-06-12T07:45:58,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LAT41OqK5uqMUt7cm25upPw,en
2432e,connect,cant connect my platform,connect,cant connect my platform,1.00,US,1.5.0,2020-06-12T07:37:38,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L51_RCDbcXq0ztj9-K44A8g,"fr;en;ca;oc;la"
Pudsmum,"Thank you,",SO GLAD IT WORKS!!!!!,"Thank you,",SO GLAD IT WORKS!!!!!,5.00,CA,1.5.0,2020-06-11T16:20:41,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LM4xAjb48tCCmD-gDnyrCLQ,"lb;br;af;de;en"
teo23231211,its not free,please dont say that is free,its not free,please dont say that is free,1.00,GR,,2020-06-11T04:06:04,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LOosL3lqwNIoRqX_wIars9w,en
Rosoph1814,I need a refund of my money,"They just billed and debited the trial version to an annual subscription, I need to be reimbursed, or to contact my apple account email. I feel cheated",necesito reembolso de mi dinero,"acaban de facturar y debitar la version de prueba a una de suscripcion anual, necesito se me reembolse, o que se comuniquen con mi correo de cuenta apple.  me siento estafado",1.00,PE,,2020-06-09T00:00:49,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LgioRRmpFspq3FNOxRRxsjw,"es;an;ca;gl;it"
jony loop,top,"app really good, nothing to say.",top,"app vraiment bien , rien a dire.",5.00,CH,1.5.0,2020-06-04T21:56:21,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L68_Ej_cOMy4JjNa1XFUqZw,"fr;lb;pms;ca;en"
brunoyarzun,i can't install anything,constantly tells me that I have no space for the installation of applications and if you can install them you are crashed,no puedo instalar nada,me dice constantemente que no tengo espacio para la instalacion de aplicaciones y si logra instalarlas estás se crashean,1.00,CL,1.5.0,2020-06-04T02:03:51,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LcLTjRpCUNTN1aPkgUoiKSg,"es;gl;oc"
yfstage,Fake advertisment,"It was clearly written on the page. Trial for 14 days, but there is no trial option, only pay to subscribe.",虚假广告,版面上明明写着。试用 14天，但是没有试用选项，只有交钱订阅。,1.00,CN,1.5.0,2020-06-03T12:13:22,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432Lw2QBcKC2BBrYP1Cwez9KIw,zh
Universe NZ,This version does not manage RAM properly.,"The app store version of Parallels suffers from a major memory leak and completely ignores the RAM limitations specified in the configuration. Eg. If you select 8GB it will show 8GB in Windows, however, if you check the Parallels process in Activity Monitor on MacOS the app will work its way up to using 16GB of your 16GB memory bringing your system to a crawl. The App Store version should be avoided. Switching to the desktop version fixed this issue immediately. No changes made to host or configuration settings and the VM is now respecting the memory limitations put in place.",This version does not manage RAM properly.,"The app store version of Parallels suffers from a major memory leak and completely ignores the RAM limitations specified in the configuration. Eg. If you select 8GB it will show 8GB in Windows, however, if you check the Parallels process in Activity Monitor on MacOS the app will work its way up to using 16GB of your 16GB memory bringing your system to a crawl. The App Store version should be avoided. Switching to the desktop version fixed this issue immediately. No changes made to host or configuration settings and the VM is now respecting the memory limitations put in place.",1.00,NZ,1.5.0,2020-06-02T23:00:22,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LE1G_bhjBcSVy1fgAfZnVnQ,en
El loco Jj,no working on catalina 10.15.5,"hi I upgrade my ios and windows stop working, it said suspended and freezes over on a black screan. I uninstall the app several times but the probles remains.",no working on catalina 10.15.5,"hi I upgrade my ios and windows stop working, it said suspended and freezes over on a black screan. I uninstall the app several times but the probles remains.",1.00,US,1.5.0,2020-06-02T06:27:25,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LRSVD5b97HjyGQP9UljO2_A,en
amymarzz,It did NOT work for more than a day - Black Screen,"Download the app, and I could never see the shared folders. The next day you can only see a black screen. He won't let me do anything.",NO me funcionó más de un día - Pantalla Negra,"Baje la aplicación, y nunca pude ver las carpetas compartidas.  Al día siguiente  solo puede ver una pantalla negra. No me deja hacer nada.",2.00,MX,1.5.0,2020-06-01T22:26:55,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LuYIJaE4TCbuPV2wNzyDDCw,es
望于090,Super bad review,"You can't try it without a subscription, super bad reviews, who have never used it and spend money directly?",超级差评,"没有订阅都不能试用,超级差评,没用过谁放心直接花钱?",1.00,CN,1.5.0,2020-06-01T11:03:21,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432Lc88oA3yivrZw7lsgPxU1Ew,zh
davidbisetto,Very expensive for the problems it gives,After paying € 80 he constantly hangs on me and I can't do anything with it. Anyway...,Muy caro por los problemas que da,Después de pagar 80€ se me cuelga de forma constante y no puedo hacer nada con él. En fin...,1.00,ES,1.5.0,2020-05-31T06:33:19,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L3720hxrW5TyfXftzUGYliA,"es;gl;an;ca;oc"
TakeshiMatsumoto0617,"I think it's great software, but support...","To work from home, I needed an environment exactly the same as my PC at work (Windows 8.1, many old apps). For this reason, I purchased a one-year license for Parallels DEsktop, which has expired 30 days, at the Apple store.
However, even though I had already purchased it in my iTunes Store account, my account in Parallels was still expired. When I try to contact support, I cannot contact because my email address and telephone number are not available. I searched for information on the website and tried various things, but nothing happened.
I could buy more licenses from Parallels site and build the environment I wanted. This may cause problems, but it's working for now.
So, I think the software itself is very good. On the other hand, the support in Japanese is as good as it is, and it erases the splendor of the software. What makes me angry above all else is that licenses purchased from the Apple Store remain expired in Parallels My Account, forever. It's an unnecessary license at the moment, but every time I see it, I get angry.
Therefore, the rating is zero. Actually ...",すばらしいソフトだと思いますが、サポートが・・・,"在宅勤務するために、職場のmy PC（Windows 8.1、古いアプリ多数）と完全に同一な環境が必要になりました。このため、３０日の無償期間が切れたParallels DEsktopの１年間のライセンスを、Apple storeで購入しました。
ところが、iTunes Storeのアカウントでは購入済みになったにもかかわらず、ParallelsのMy Accountでは、期限切れのままでした。サポートに連絡しようとしても、メールアドレスも電話番号ものっておらず、連絡できません。WEBで情報を探していろいろ試してみましたが、どうにもなりませんでした。
やむなく、Parallelsのサイトから、ライセンスをさらに購入し、目指す環境を構築できました。これから問題が生じるかもしれませんが、今のところちゃんと使えています。
ということで、ソフト自体は大変よいと思います。一方、日本語によるサポートは、ないも同然で、ソフトの素晴らしさを帳消しにしています。なによりも腹立たしいのは、いつまで経っても、Apple Storeから購入したライセンスがParallelsのMy Accountでは期限切れのままだということです。現時点では不要なライセンスなのですが、見るたびに怒りがこみ上げます。
よって、評価はゼロです。本当は、星ゼロにしたいところです。
どうしても必要だという切迫した事情があり、且つ、サポートなしになんとかするという強い覚悟がない限り、購入しない方がよいと思います。
なお、今回の投稿が私からの最後の纏め投稿です。以前の投稿は、削除いただいて結構です。",1.00,JP,1.5.0,2020-05-31T01:59:58,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L_vs1dC4N2ZBvvvlFVune_g,ja
Holgerg67,What's that about,"Install the program and then the birds want 80 euros a year! That's rip-off, you can keep your shit ..",Was soll das denn,"Das Program installiert und dann wollen die Vögel 80 Euro pro Jahr! Das ist doch Abzocke, können ihren schei.. behalten",1.00,DE,1.5.0,2020-05-29T18:51:40,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LGlMBZjm6FyRuwbFsS49oEQ,de
다운타운제이,"Trial expired in the App Store and paid 96,000 won..","Trial expired in the App Store and paid 96,000 won..
When running the app, why is the expired trial only registered in the subscription information, and why is the new purchase (subscription) not activated?
It is frustrating.",앱스토어에서 평가판 만료되고 96000원 결제했는데..,"앱스토어에서 평가판 만료되고 96000원 결제했는데..
앱을 실행시키면 구독정보에 왜 만료된 평가판만 등록되어있고, 새로 구입(구독)한 것은 활성화 되지 않는지요?
답답하네요.",4.00,KR,1.5.0,2020-05-29T00:38:25,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LTpYXZnhe129DZ2H5ogC4ug,ko
ntrop9,Broken on purpose,"Parallels has chosen to handicap this product, slow-roll updates with fixes, and deliberatly make it nearly unusable to drive business outside the app store. This developer should be banned from distribution in the app store.",Broken on purpose,"Parallels has chosen to handicap this product, slow-roll updates with fixes, and deliberatly make it nearly unusable to drive business outside the app store. This developer should be banned from distribution in the app store.",1.00,US,1.5.0,2020-05-28T14:32:12,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LfXc7JNPcbkZK9rGbldeAhQ,en
Frolov1970,fine,tried both VMWare and Oracle - one problem. And now everything flies!,отлично,перепробовал и VMWare и Oracle - одни проблемы. А теперь все летает!,5.00,RU,1.5.0,2020-05-28T13:25:21,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LMJI_lhRGk7akzvX64pS60w,ru
doijerdfoij,Unsolicited subscription,"I forgot the trial period when I used it more, and in the absence of agreement between apple and parallels, I just lost 80 euros: - / I can't even transfer the app to another account",Abonnement non voulu,"J'ai oublié la période d'essai alors que je le l'utilisais plus, et en l'absence d'accord entre apple et parallels, j'ai juste perdu 80 euros :-/ je ne peux même pas transférer l'app à un autre compte",1.00,FR,1.5.0,2020-05-28T09:14:26,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L08xdKsEjakz8wxTlqfqu4A,fr
Skaplanet,"In App Purchases BS","This is VERY mislealeading and I cannot see how Apple have allowed it on the app store.
If you dont buy you cannot use, that is NOT an in app purchase for a ""free"" app","In App Purchases BS","This is VERY mislealeading and I cannot see how Apple have allowed it on the app store.
If you dont buy you cannot use, that is NOT an in app purchase for a ""free"" app",1.00,GB,1.5.0,2020-05-27T17:32:09,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L36idEBJ7zlvCY2O086pG5g,en
Bluetvblue,No choice,"Expensive, subscription formula ... long gone are the days when we bought a program that belonged to us.",Pas de choix,"Cher, formule d'abonnement... il est loin le temps où l'on achetait un programme qui nous apartenait.",2.00,CH,1.5.0,2020-05-26T17:16:11,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LEuc1F7MJgACPqr7iUkvD6g,fr
