author,title,review,original_title,original_review,stars,iso,version,date,deleted,has_response,product,product_id,product_name,vendor_id,store,weight,id,predicted_langs
DiFool,incorrect,"The subscription policy is, in itself, absolutely legitimate. It is not at all correct to attract users by offering some free functions (such as support for Linux or macOS) and suddenly - when the user now relies on the product - block everything and make it paid (salty).
For occasional or limited use, obviously Parallels (remove the ""Lite"" at this point) is not adequate - even considering that VirtualBox is free.
Waiting for useless standard reply with subscription info as happened to everyone else.
P. S. - I have previously purchased licenses every holy year for at least seven years, so I have already given him more than 500 euros. Now also enough.",Scorretto,"La politica di abbonamento è, di per sé, assolutamente legittima. Non è affatto corretto invece attirare utenti offrendo alcune funzioni gratuite (come il supporto a Linux o macOS) e all'improvviso - quando l'utente ormai fa affidamento sul prodotto - bloccare tutto e renderlo a pagamento (salato).
Per un uso occasionale o circoscritto, evidentemente Parallels (togliete il ""Lite"", a questo punto) non è adeguato – anche considerando che VirtualBox è gratuito.
Aspetto inutile risposta standard con le info sull'abbonamento come avvenuto a tutti gli altri.
P. S. - ho acquistato in precedenza licenze ogni santo anno per almeno sette anni, quindi gli ho già dato più di 500 euro. Ora anche basta.",1.00,IT,1.4.0,2019-04-10T10:03:37,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LrK3NXRwhGTGvt7v8wwZmhA,it
ManoelGomes,"Excellent, however ...","I made the purchase of the license right when I installed the program, nor even waited the 14 days, even already paid! Now the program does not open, says that the 14-day trial is over and I have to pay the subscription again. I would like a solution, if it is not possible for me to return what has already been paid.","Excelente, contudo ...","Efetuei a compra da licença logo quando instalei o programa, nem aguardei os 14 dias, inclusive já paguei!  Agora o programa não abre, informa que já acabaram os 14 dias de teste e tenho de pagar a assinatura novamente.  Gostaria de uma solução, se não for possível que me devolvam o que já foi pago.",4.00,BR,1.4.0,2019-04-10T08:00:35,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LYVFDGYMXhRP_-EjFPTWGJA,pt
Macster2019,Scam,Lite is supposed to be free. It isn't. Don't bother downloading.,Scam,Lite is supposed to be free. It isn't. Don't bother downloading.,1.00,US,1.4.0,2019-04-09T14:52:57,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LxH700LA5pv9jsibf_6_qWQ,en
Djtuxik,Bait&switch,"No longer free after update, should have made separate app and keep this one without updates.
Yes, we get 1Y free, but after that it is paid, that is still more than free.
Switching to free opensource VirtualBox, where they don't bait&switch.",Bait&switch,"No longer free after update, should have made separate app and keep this one without updates.
Yes, we get 1Y free, but after that it is paid, that is still more than free.
Switching to free opensource VirtualBox, where they don't bait&switch.",1.00,CZ,1.4.0,2019-04-08T07:49:08,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LNuf-78KkYA7439UBKCGAcA,en
amitabha766,It became difficult to understand the fee system,"I don't use windows at all. I want to use Linux only. I thought it's free because it's only Linux. Even so, when I started the app, I could only choose a 14-day trial contract for a paid plan of 9100 yen.
I accidentally clicked OK, so I hurriedly canceled the registration procedure.
As before, let me choose a Free contract for Linux-only users.
Anyway, uninstall it because it became an unnecessary application for me who doesn't use windows.",料金制度が分かりにくくなった,"自分は windows を全く使わない。Linuxだけ使いたい。Linux だけだから無料だと自分は思った。それなのに、アプリを起動させたら 9100円の有料プランの14日間お試し契約しか選択できなかった。
うっかり OK をクリックしてしまったため、慌てて登録解除手続きをした。
以前のように、Linux だけユーザーのために Free契約も選択させてほしい。
ともかく windows を使わない私にとって不要なアプリになってしまったからアンインストールする。",1.00,JP,1.4.0,2019-04-08T06:59:15,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LFnwBFhJGdQ_4wnLFzXM63g,ja
Bass June,its new world,"Its very good to use Win with MAC 
I am media man ,.. I feelso good",its new world,"Its very good to use Win with MAC 
I am media man ,.. I feelso good",5.00,KR,1.4.0,2019-04-08T03:07:05,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L24RxKI3vjBNVtAyPzpeqWw,en
$1K Master,"I am altering the deal. Pray I don’t alter it any further.","When I saw Parallels Lite was available to run macOS in a vm for free, I thought it was too good to be true. As we all know now, it was indeed too good to be true. They pulled a classic bait and switch scam here. Lure in new users with free functionality. Get a large base of users with highly positive reviews to boost the ranking of the app on the Store. Then BAM! Change the terms and start charging an arm and a leg. No scruples with this company.
Oh, and a note to the developer, please don't respond with your canned responses. We've read them already. We know what you did. It's insulting.","I am altering the deal. Pray I don’t alter it any further.","When I saw Parallels Lite was available to run macOS in a vm for free, I thought it was too good to be true. As we all know now, it was indeed too good to be true. They pulled a classic bait and switch scam here. Lure in new users with free functionality. Get a large base of users with highly positive reviews to boost the ranking of the app on the Store. Then BAM! Change the terms and start charging an arm and a leg. No scruples with this company.
Oh, and a note to the developer, please don't respond with your canned responses. We've read them already. We know what you did. It's insulting.",1.00,US,1.4.0,2019-04-07T16:53:19,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LfcltV13UVPPZ7_BKtagtpg,en
liwm231,A free 14-day trial is in progress.,How can I prevent automatic payment and cancel my subscription before the trial period?,14일 무료 체험판을 진행중입니다.,혹시 체험기간 이전에 자동결제를 막고 구독을 취소하기 위해서는 어떻게 해야합니까?,4.00,KR,1.4.0,2019-04-07T15:42:57,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LKrlHLVBpeNcuNsl7h-SDXw,ko
fascinatorbln,UNUSABLE,"The term ""Lite"" is totally out of place.
I can do without the 14-day test period.
Parallels, you died for me.",UNBRAUCHBAR,"Die Bezeichnung ""Lite"" ist total Fehl am Platz.
Auf die 14-Tage Testzeit kann ich gut verzichten.
Parallels, Ihr seid für mich gestorben.",1.00,DE,1.4.0,2019-04-06T20:00:10,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L7Kzhv8sBYA7XI08mR9xgZQ,de
Tushar V,Fraudulent.,Why do I need to buy a subscription to run my regular linux VM all of a sudden?,Fraudulent.,Why do I need to buy a subscription to run my regular linux VM all of a sudden?,1.00,IN,1.4.0,2019-04-06T13:55:07,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LlkEg-W6-q3thuxXmxJtAaQ,"en;la;oc;af;br"
apoorv_agrawal,App Not downloading,"The app does not download at all. It is downloading 10%, thereafter the app does not download. Tried multiple number to times.",App Not downloading,"The app does not download at all. It is downloading 10%, thereafter the app does not download. Tried multiple number to times.",1.00,IN,1.4.0,2019-04-06T11:50:36,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LxOCuCJSj_HtYIpFEgSo8ug,en
Aptimict,And how does this version now differ from paralels desktop?,And how does this version now differ from paralels desktop? If this and that paid?,И чем эта версия теперь отличается от paralels desktop?,И чем эта версия теперь отличается от paralels desktop? Если и то и то платно?,1.00,RU,1.4.0,2019-04-06T07:42:55,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L4WZ_6b6OtcxX4Sm_6TZMWQ,ru
ElectroRev,Version 1.4 now requires a subscription,"Missing from the changelog for version 1.4 is any mention of the imposition of a subscription model. That's a major change, and a cruel trick on the part of the vendor to ""forget"" to include it in the notes. Fortunately, I was able to recover the previous version from my backup.",Version 1.4 now requires a subscription,"Missing from the changelog for version 1.4 is any mention of the imposition of a subscription model. That's a major change, and a cruel trick on the part of the vendor to ""forget"" to include it in the notes. Fortunately, I was able to recover the previous version from my backup.",1.00,US,1.4.0,2019-04-05T14:23:57,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432Lc6c7B8_wbA0n8Yjbubm3Pg,en
Liecandle,I think it was downloaded incorrectly.,"I need to purchase the parallels desktop home edition, but I downloaded it from the App Store.
Is payment for this app automatically processed after a 14-day free trial?
Or is it a way for users to purchase directly after free trial?
Payment details are not detailed, so please contact us.
I have to buy a permanent license product, not this one.
If you have automatic payment, please let me know how to cancel.",잘못 다운로드 받은거같은데요,"parallels desktop home edition 을 구매해야되는데 앱스토어에서 이걸 다운로드 받아버렸네요
이앱에 대한 결제는 14일 무료체험후 자동처리되는건가요?
아니면 무료체험후 사용자가 직접 구매를 하는 방식인가요
결재에 대한 설명이 상세하지 않아서 문의합니다.
전 이제품말고 영구라이센스 제품을 구매해야되서요
자동결제로 되어있다면 취소는 어떻게 하는건지 알려주십시오.",5.00,KR,1.4.0,2019-04-01T23:11:15,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LTMDDGDVZDUd0DZB3k35QAg,ko
Eric🦊,all free functionality stripped out,removed ability to run mac vms for free without any warning,all free functionality stripped out,removed ability to run mac vms for free without any warning,1.00,US,1.4.0,2019-04-01T20:08:21,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LgJx9fVRqVr9Q-6Ftl8sPqQ,en
falkenhayn,Only one problem,"First of all the virtualization works find and smooth. Really fast on SSD, very good resolution under Windows on Retina dislays and possibility to isolate the VM for security issues.
But there is only thing, when VPN is activated on the host system, the guest can't connect to internet. => At the moment in contact with the parallels support team.",Only one problem,"First of all the virtualization works find and smooth. Really fast on SSD, very good resolution under Windows on Retina dislays and possibility to isolate the VM for security issues.
But there is only thing, when VPN is activated on the host system, the guest can't connect to internet. => At the moment in contact with the parallels support team.",4.00,CH,1.4.0,2019-04-01T17:08:24,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LN0HQlE1CRauUF7HLuZluSA,en
jazzybeat,From Lite to Paid,This update failed to explain that your current app will transition to paid version.,From Lite to Paid,This update failed to explain that your current app will transition to paid version.,1.00,US,1.4.0,2019-03-31T12:13:37,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LnsMehrjQXLoG9CwbhVYWXA,"en;fr"
Eileen2081,Order before you try?,"It seems good to see the introduction on the Internet, but it has been posted from yesterday to now
It has been unavailable, and the login screen has always jumped out of the purchase screen.
If the trial period ends after 14 days? Do you want to start charging?
If you can’t try it out and force you to buy it, can you cancel it directly for me?",還沒試用就要訂購？,"看到網路介紹好像不錯，但從昨天然載到現在
都一直無法使用，登入就一直跳出購買畫面.
這樣14天後就算試用期結束？要開始收費嗎？
如果是這樣不能試用就強迫購買，可以直接幫我取消嗎",1.00,TW,1.4.0,2019-03-30T17:46:29,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LiGpFAPHwELjyZRTN35jATw,"zh;zh_yue"
metarobert,Unexpected change to subscription only,"Sad. I was using the Lite version to run Linux, and was surprised to find the capability taken away. Poor move.",Unexpected change to subscription only,"Sad. I was using the Lite version to run Linux, and was surprised to find the capability taken away. Poor move.",1.00,US,1.4.0,2019-03-30T02:53:47,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LmxnyeHx7aVuUjYc8G8GGQQ,en
nookersss,test,test,test,test,5.00,TH,1.4.0,2019-03-28T17:26:06,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LG7RAYoMYyVwqX7QG6kqlMw,"et;fr;la;ca;en"
Aaditya Singhania,Can't Download,I don't know why but the app isn't getting dowloaded. It stops downloading after roughly 15-20%. Please look at it.,Can't Download,I don't know why but the app isn't getting dowloaded. It stops downloading after roughly 15-20%. Please look at it.,1.00,IN,1.4.0,2019-03-28T07:41:10,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LeO_OOPyZlGoeZ3SgZboPwA,en
fabriciotelecom,Great. A RAM hog.,"Great. But forcing people to buy versions of every OSX release is immoral to say the least.
I bought 5 versions now I give up. $ 79 in the hand.",Excelente. Um devorador de Memória RAM.,"Excelente. Mas forçar a pessoa a ficar comprando versões a cada lançamento de OSX é no mínimo imoral.
Comprei 5 versões agora desisto. U$79 na dá.",3.00,BR,1.4.0,2019-03-27T02:57:36,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432Lajn8B1eBRXXevir41MOeTg,"pt;gl;es"
h51418y,price,"Before you use it, ask others if you want to buy it,
No choice yet.
Is it a simple and easy-to-understand button?
At least the latest system must appear:
Win10, Win Server,...
Otherwise, people who use Server can't even look down on",價格,"還沒使用就問別人要不要買，
還沒選擇權。
做個簡單易懂的按鈕好嗎？
至少要出現最新的系統：
Win10，Win Server，.....
要不然，使用Server的人根本看不上",3.00,TW,1.4.0,2019-03-26T01:19:40,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LyKtYnkCp9sEhEsyTErVoOg,"zh;zh_yue"
KTDUbya,No Longer Working,"It was great during the 14 day trial.  I paid for the subscription but now it will not open for me.  It keeps trying to make me pay for another suscription plan.  I opened a ticket and the only response I got was to restart or uninstall and reinstall.  I’ve done all of those things, so then I clicked on the link that was sent to me to use if nothing else worked and that link was an error code (link not found). Why is there not a contact us link on your page and why can’t I open a chat?  I will have open a complaint if I can’t get on within the next couple of days.  I don’t believe in paying for nothing.",No Longer Working,"It was great during the 14 day trial.  I paid for the subscription but now it will not open for me.  It keeps trying to make me pay for another suscription plan.  I opened a ticket and the only response I got was to restart or uninstall and reinstall.  I’ve done all of those things, so then I clicked on the link that was sent to me to use if nothing else worked and that link was an error code (link not found). Why is there not a contact us link on your page and why can’t I open a chat?  I will have open a complaint if I can’t get on within the next couple of days.  I don’t believe in paying for nothing.",2.00,US,1.4.0,2019-03-21T23:02:37,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LoRbJM2bgLBjcGLb12myeIA,en
filipestern,Excellent!,Great performance.,Excelente!,Ótimo desempenho.,5.00,BR,1.4.0,2019-03-21T20:49:28,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LjHMbZVuQBqtuKVzKWKCC3A,"pt;gl;es;it;ro"
InwFossiL,good,good,good,good,5.00,TH,1.4.0,2019-03-20T16:14:09,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LB2SqSlwzEGaWv7jNwZBXoQ,"cy;bs;hr;sh;tl"
Stamakh,I can not buy windows,"the trial period has ended, I'm trying to buy as it is written in the certificate. The tab ""account and plans ..."" does not open !!! How to make an in-app purchase?",не могу купить windows,"кончился пробный период, пытаюсь купить как написано в справке. Вкладка ""учетная запись и планы..."" не открывается!!! Как выполнить встроеную покупку?",1.00,RU,1.4.0,2019-03-20T10:32:48,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LpNHp9ePTH4EAJBbtCIuIlw,ru
Magnesuim,Is it free,"Is the parallels desktop for the mac that is downloaded from the internet free, or is it secretly stealing money. When downloaded from web is it fully free for unlimited time, or not",Is it free,"Is the parallels desktop for the mac that is downloaded from the internet free, or is it secretly stealing money. When downloaded from web is it fully free for unlimited time, or not",1.00,PL,1.4.0,2019-03-19T14:58:48,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LSgfzK1WfObbp6M4Ms0ACXQ,en
욱이닿,It is a 14-day free trial.,"It's not good enough to write... Cancel subscription and purchase, and cancel automatic payment.",14일 무료체험입니다.,쓰다가 별로여서... 구독 취소랑 구매내역하고 자동결제 취소부탁드립니다.,2.00,KR,1.4.0,2019-03-17T13:21:48,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L6mlTL8-DNeKmT0RppnibfA,ko
Vince6308,Price too high !!!,Not only the price is high and I have to plan to pay the windows license! Disappointing,Prix trop élevé !!!,Non seulement le tarif est élevé et je dois prévoir payer la license windows ! Décevant,1.00,FR,1.4.0,2019-03-16T21:20:15,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432Lmcav5azlySKlW62oApMCgg,fr
